DATE	type	rarity	vendor	level	name	brand	slot	armor	core_icon	core_value	core_type	attribute1_icon	attribute1_value	attribute1_type	attribute2_icon	attribute2_value	attribute2_type	talents	mods	dummy
2021-06-01	gear	header-named	ホワイトハウス	40	チェインキラー	ウォーカー・ハリス社	ボディアーマー	158k	icon-offensive	10.2	武器ダメージ上昇	icon-utility	10.2	スキルヘイスト	icon-offensive	4.3	クリティカル率	パーフェクト・ヘッドハンター	オフェンス
2021-06-01	gear	header-he	ホワイトハウス	40	Vert Carry Rail	オーバーロード・アーマメント	バックパック	131k	icon-offensive	10.8	武器ダメージ上昇	icon-offensive	7.8	ヘッドショットダメージ上昇	icon-defensive	7.2	爆発物耐性	セーフガード	オフェンス
2021-06-01	gear	header-he	ホワイトハウス	40	Keel Belly Guard	ワイバーンウェア	ボディアーマー	158k	icon-utility	1.0	スキルクラス	icon-defensive	9.5	状態異常耐性	icon-offensive	8.7	クリティカルダメージ	オーバーウォッチ	ユーティリティ
2021-06-01	gear	header-he	ヘイヴン	40	Umbra Plate Carrier	グルーポソンブラ社	ボディアーマー	158k	icon-offensive	10.5	武器ダメージ上昇	icon-offensive	10.0	クリティカルダメージ	icon-offensive	4.9	クリティカル率	グラスキャノン	ユーティリティ
2021-06-01	gear	header-he	ヘイヴン	40	Deadstick Protection Mask	オーバーロード・アーマメント	マスク	80k	icon-offensive	12.1	武器ダメージ上昇	icon-defensive	3921.0	アーマー回復	icon-defensive	8.0	状態異常耐性		オフェンス
2021-06-01	gear	header-he	ヘイヴン	40	Dionysus Rounded Padding	アイラルディホールディング	ニーパッド	99k	icon-offensive	5.1	武器ダメージ上昇	icon-offensive	6.5	武器ハンドリング	icon-utility	10.0	ステータス効果		
2021-06-01	gear	header-named	クランショップ	40	フォックスの祈り	オーバーロード・アーマメント	ニーパッド	99k	icon-offensive	11.0	武器ダメージ上昇	icon-offensive	8.0	カバー外のターゲットへのダメージ	icon-offensive	4.6	クリティカル率		
2021-06-01	gear	header-gs	クランショップ	40	Klavdiya Sidearm Holder	エース＆エイト	ホルスター	112k	icon-offensive	12.3	武器ダメージ上昇	icon-offensive	8.3	ヘッドショットダメージ上昇					
2021-06-01	gear	header-gs	クランショップ	40	Lyudmila Snipers Mask	エース＆エイト	マスク	80k	icon-offensive	12.1	武器ダメージ上昇	icon-defensive	4238.0	アーマー回復					オフェンス
2021-06-01	gear	header-gs	クランショップ	40	Serpentine Array Vest	ハードワイヤード	ボディアーマー	158k	icon-utility	1.0	スキルクラス	icon-defensive	9.0	状態異常耐性				ポジティブ・リインフォース	ユーティリティ
2021-06-01	gear	header-he	クランショップ	40	Penumbra Mask	グルーポソンブラ社	マスク	80k	icon-offensive	10.8	武器ダメージ上昇	icon-offensive	8.6	ヘッドショットダメージ上昇	icon-utility	16.2	スキル修復		ユーティリティ
2021-06-01	gear	header-he	クランショップ	40	Mountain Hiking Pack	アルプスサミット・アーマメント	バックパック	131k	icon-utility	1.0	スキルクラス	icon-utility	8.7	ステータス効果	icon-offensive	6.5	武器ハンドリング	テクニカルサポート	ユーティリティ
2021-06-01	gear	header-he	クランショップ	40	Aegis Knapsack	リヒター＆カイザー社	バックパック	131k	icon-utility	1.0	スキルクラス	icon-defensive	7.8	爆発物耐性	icon-utility	10.2	スキルヘイスト	アドレナリンラッシュ	ディフェンス
2021-06-01	gear	header-he	ベニテス	40	Cavalry TAC-Pack	ベルストーンアーマリー	バックパック	131k	icon-defensive	123780.0	アーマー	icon-defensive	3837.0	アーマー回復	icon-defensive	7.0	爆発物耐性	ブラッドサッカー	オフェンス
2021-06-01	gear	header-he	ベニテス	40	Urban Warfare Kneepads	プロビデンスディフェンス	ニーパッド	99k	icon-offensive	11.5	武器ダメージ上昇	icon-utility	10.2	スキルヘイスト	icon-utility	7.7	スキルダメージ		
2021-06-01	gear	header-he	ベニテス	40	Lomond Medium Breather	ダグラス＆ハーディング	マスク	80k	icon-offensive	9.9	武器ダメージ上昇	icon-offensive	5.5	武器ハンドリング	icon-utility	7.2	スキルダメージ		オフェンス
2021-06-01	gear	header-gs	DZウエスト	40	Striker's Gloves	ストライカーバトルギア	グローブ	80k	icon-offensive	11.6	武器ダメージ上昇	icon-offensive	10.0	クリティカルダメージ					
2021-06-01	gear	header-gs	DZウエスト	40	Hammer Guards	ファウンドリィブルワーク	ニーパッド	99k	icon-defensive	87134.0	アーマー	icon-defensive	4665.0	アーマー回復					
2021-06-01	gear	header-he	DZウエスト	40	Ayal Gloves	ゴラン・ギア	グローブ	80k	icon-defensive	170000.0	アーマー	icon-utility	9.5	スキルヘイスト	icon-offensive	6.4	ヘッドショットダメージ上昇		
2021-06-01	gear	header-he	DZウエスト	40	Yukon Kneepads	ヤールギア	ニーパッド	99k	icon-defensive	122961.0	アーマー	icon-defensive	3933.0	アーマー回復	icon-utility	14.4	スキル修復		
2021-06-01	gear	header-he	シアター	40	Neptune Protection Gloves	オーバーロード・アーマメント	グローブ	80k	icon-offensive	8.2	武器ダメージ上昇	icon-offensive	7.7	ヘッドショットダメージ上昇	icon-utility	8.7	ステータス効果		
2021-06-01	gear	header-he	シアター	40	Nimble Knee Protectors	ソコロフ社	ニーパッド	99k	icon-offensive	11.5	武器ダメージ上昇	icon-defensive	8.7	状態異常耐性	icon-defensive	15649.0	HP		
2021-06-01	gear	header-gs	DZサウス	40	Rigger Gear Bag	リガー	バックパック	131k	icon-utility	1.0	スキルクラス	icon-utility	6.9	スキルダメージ					ユーティリティ
2021-06-01	gear	header-gs	DZサウス	40	Hunter's Cage	ハンターズフューリー	ボディアーマー	158k	icon-offensive	13.7	武器ダメージ上昇	icon-offensive	5.2	ヘッドショットダメージ上昇					オフェンス
2021-06-01	gear	header-he	DZサウス	40	Trapezius Go-bag	ワイバーンウェア	バックパック	131k	icon-utility	1.0	スキルクラス	icon-utility	8.5	ステータス効果	icon-defensive	15668.0	HP	アドレナリンラッシュ	ユーティリティ
2021-06-01	gear	header-he	DZサウス	40	Crew-Adapted Chest Rig	ペトロフ・ディフェンス・グループ	ボディアーマー	158k	icon-offensive	10.4	武器ダメージ上昇	icon-offensive	4.7	クリティカル率	icon-utility	10.7	スキルヘイスト	オブリテレイト	オフェンス
2021-06-01	gear	header-he	キャンパス	40	Bevor Air Guard	ベルストーンアーマリー	マスク	80k	icon-defensive	122404.0	アーマー	icon-offensive	7.3	ヘッドショットダメージ上昇	icon-utility	7.3	スキルダメージ		オフェンス
2021-06-01	gear	header-he	キャンパス	40	Hera Pouch-Holster Combo	アイラルディホールディング	ホルスター	112k	icon-offensive	12.2	武器ダメージ上昇	icon-defensive	8.1	爆発物耐性	icon-offensive	4.0	クリティカル率		
2021-06-01	gear	header-named	DZイースト	40	ナイトウォッチャー	ギラ・ガード	マスク	80k	icon-defensive	132353.0	アーマー	icon-utility	100.0	スキャナーPluseヘイスト	icon-defensive	7.8	爆発物耐性		ディフェンス
2021-06-01	gear	header-gs	DZイースト	40	Heft Grade A Mask	トゥルーパトリオット	マスク	80k	icon-defensive	115082.0	アーマー	icon-utility	15.6	スキル修復					ディフェンス
2021-06-01	gear	header-gs	DZイースト	40	Striker's Holster	ストライカーバトルギア	ホルスター	112k	icon-offensive	10.8	武器ダメージ上昇	icon-offensive	10.5	クリティカルダメージ					
2021-06-01	gear	header-he	DZイースト	40	Guardrail VI Face Rig	ペトロフ・ディフェンス・グループ	マスク	80k	icon-offensive	8.0	武器ダメージ上昇	icon-utility	9.9	スキルヘイスト	icon-defensive	4286.0	アーマー回復		オフェンス
2021-06-01	gear	header-he	DZイースト	40	Fodral Holster	フェンリスグループ社	ホルスター	112k	icon-offensive	10.8	武器ダメージ上昇	icon-offensive	7.3	ヘッドショットダメージ上昇	icon-defensive	3921.0	アーマー回復		
2021-06-01	gear	header-named	キャシー	40	ナイトウォッチャー	ギラ・ガード	マスク	80k	icon-defensive	127530.0	アーマー	icon-utility	100.0	スキャナーPluseヘイスト	icon-defensive	7.5	爆発物耐性		ディフェンス
2021-06-01	gear	header-named	キャシー	40	ハンターキラー	ゴラン・ギア	ボディアーマー	158k	icon-defensive	170000.0	アーマー	icon-defensive	8.5	状態異常耐性	icon-offensive	4.6	クリティカル率	パーフェクト・インティミデイト	ユーティリティ
2021-06-01	gear	header-gs	キャシー	40	Ziba Low Profile Pack	エース＆エイト	バックパック	131k	icon-offensive	12.3	武器ダメージ上昇	icon-offensive	8.3	ヘッドショットダメージ上昇				エース・イン・ザ・スリーブ	オフェンス
2021-06-01	gear	header-gs	キャシー	40	Sealed Chest Guard	エクリプスプロトコル	ボディアーマー	80k	icon-utility	1.0	スキルクラス	icon-defensive	4238.0	アーマー回復				プロリフェレーション	ユーティリティ
2021-06-01	gear	header-gs	キャシー	40	Ross Hand Protectors	トゥルーパトリオット	グローブ	80k	icon-defensive	109224.0	アーマー	icon-defensive	10.0	状態異常耐性					
2021-06-01	gear	header-gs	キャシー	40	Anti-Tear Joint Shielding	エクリプスプロトコル	ニーパッド	99k	icon-utility	1.0	スキルクラス	icon-utility	8.7	ステータス効果					
2021-06-01	gear	header-gs	キャシー	40	Bogey Thigh Rig	ネゴシエーター・ジレンマ	ホルスター	112k	icon-offensive	12.3	武器ダメージ上昇	icon-offensive	6.5	武器ハンドリング					
2021-06-01	gear	header-gs	キャシー	40	Ray Face Mask	スピアーティップ	マスク	80k	icon-offensive	10.6	武器ダメージ上昇	icon-offensive	8.2	ヘッドショットダメージ上昇					オフェンス
2021-06-01	gear	header-he	キャシー	40	Aegis Knapsack	リヒター＆カイザー社	バックパック	131k	icon-utility	1.0	スキルクラス	icon-utility	8.7	ステータス効果	icon-offensive	6.5	武器ハンドリング	テクニカルサポート	ディフェンス
2021-06-01	gear	header-he	キャシー	40	Patella Knee Cups	ワイバーンウェア	ニーパッド	99k	icon-utility	1.0	スキルクラス	icon-utility	7.6	スキルダメージ	icon-offensive	7.6	ヘッドショットダメージ上昇		
2021-06-08	gear	header-he	ホワイトハウス	40	Demeter Quick-Stash	アイラルディホールディング	バックパック	131k	icon-offensive	12.0	武器ダメージ上昇	icon-offensive	8.0	ヘッドショットダメージ上昇	icon-offensive	5.5	武器ハンドリング	ブラッドサッカー	オフェンス
2021-06-08	gear	header-he	ホワイトハウス	40	Stridsväst Combat Vest	フェンリスグループ社	ボディアーマー	158k	icon-offensive	9.9	武器ダメージ上昇	icon-defensive	8.1	状態異常耐性	icon-utility	10.1	スキルヘイスト	エンパシックリゾルブ	オフェンス
2021-06-08	gear	header-gs	クランショップ	40	Rush Tactics Holster	フューチャーイニシアティブ	ホルスター	112k	icon-utility	1.0	スキルクラス	icon-utility	17.4	スキル修復					
2021-06-08	gear	header-gs	クランショップ	40	Striker's Harness	ストライカーバトルギア	ボディアーマー	158k	icon-offensive	11.3	武器ダメージ上昇	icon-offensive	4.7	クリティカル率				プレス＆アドバンテージ	オフェンス
2021-06-08	gear	header-gs	クランショップ	40	Sheridan Kneelers	トゥルーパトリオット	ニーパッド	99k	icon-defensive	120155.0	アーマー	icon-defensive	9.5	状態異常耐性					
2021-06-08	gear	header-he	クランショップ	40	All Hazards Prime Backpack	5.11 Tactical	バックパック	131k	icon-defensive	150089.0	アーマー	icon-defensive	3942.0	アーマー回復	icon-utility	10.2	スキルヘイスト	コンパニオン	ディフェンス
2021-06-08	gear	header-he	クランショップ	40	MJ 54	チャイナ・ライトインダストリー社	マスク	80k	icon-utility	1.0	スキルクラス	icon-utility	12.0	スキルヘイスト	icon-offensive	5.5	武器ハンドリング		ユーティリティ
2021-06-08	gear	header-he	シアター	40	Tactical Assault Gloves	プロビデンスディフェンス	グローブ	80k	icon-offensive	10.4	武器ダメージ上昇	icon-utility	15.8	スキル修復	icon-defensive	15342.0	HP		
2021-06-08	gear	header-he	シアター	40	Nimble Knee Protectors	ソコロフ社	ニーパッド	99k	icon-offensive	12.4	武器ダメージ上昇	icon-defensive	3817.0	アーマー回復	icon-utility	8.3	ステータス効果		
2021-06-08	gear	header-named	キャンパス	40	パンチドランク	ダグラス＆ハーディング	マスク	80k	icon-offensive	10.6	武器ダメージ上昇	icon-offensive	20.0	ヘッドショットダメージ上昇	icon-offensive	5.5	武器ハンドリング		オフェンス
2021-06-08	gear	header-he	キャンパス	40	Filter Mask	ハナウコーポレーション	マスク	80k	icon-utility	1.0	スキルクラス	icon-utility	16.2	スキル修復	icon-offensive	4.5	クリティカル率		オフェンス
2021-06-08	gear	header-he	キャンパス	40	Awe Thigh Mag Holster	ダグラス＆ハーディング	ホルスター	112k	icon-offensive	9.8	武器ダメージ上昇	icon-utility	10.4	スキルヘイスト	icon-offensive	4.2	クリティカル率		
2021-06-08	gear	header-gs	DZウエスト	40	Rigger Anti-Slip Gloves	リガー	グローブ	80k	icon-utility	1.0	スキルクラス	icon-utility	16.6	スキル修復					
2021-06-08	gear	header-gs	DZウエスト	40	Hunter's Stride	ハンターズフューリー	ニーパッド	99k	icon-offensive	10.6	武器ダメージ上昇	icon-utility	8.2	ステータス効果					
2021-06-08	gear	header-he	DZウエスト	40	Tassar Fist Enhancers	フェンリスグループ社	グローブ	80k	icon-offensive	11.0	武器ダメージ上昇	icon-offensive	8.0	ヘッドショットダメージ上昇	icon-utility	10.2	スキルヘイスト		
2021-06-08	gear	header-he	DZウエスト	40	Poleyn Knee Protector	ベルストーンアーマリー	ニーパッド	99k	icon-defensive	115082.0	アーマー	icon-defensive	15166.0	HP	icon-defensive	6.8	爆発物耐性		
2021-06-08	gear	header-gs	DZサウス	40	Ziba Low Profile Pack	エース＆エイト	バックパック	131k	icon-offensive	8.9	武器ダメージ上昇	icon-utility	8.7	ステータス効果				エース・イン・ザ・スリーブ	オフェンス
2021-06-08	gear	header-gs	DZサウス	40	Tania Silent Vest	エース＆エイト	ボディアーマー	158k	icon-offensive	11.0	武器ダメージ上昇	icon-offensive	10.2	クリティカルダメージ				ノーリミット	オフェンス
2021-06-08	gear	header-he	DZサウス	40	TacSack Mk II	ペトロフ・ディフェンス・グループ	バックパック	131k	icon-offensive	10.4	武器ダメージ上昇	icon-offensive	7.0	ヘッドショットダメージ上昇	icon-defensive	16249.0	HP	ウィキッド	オフェンス
2021-06-08	gear	header-he	DZサウス	40	Glacier Bay Vest	ヤールギア	ボディアーマー	158k	icon-defensive	115082.0	アーマー	icon-defensive	8.2	状態異常耐性	icon-utility	6.9	スキルダメージ	スパーク	オフェンス
2021-06-08	gear	header-gs	DZイースト	40	Heat Mask	ファウンドリィブルワーク	マスク	80k	icon-defensive	115082.0	アーマー	icon-defensive	3767.0	アーマー回復					ディフェンス
2021-06-08	gear	header-gs	DZイースト	40	Bogey Thigh Rig	ネゴシエーター・ジレンマ	ホルスター	112k	icon-offensive	10.4	武器ダメージ上昇	icon-utility	10.0	スキルヘイスト					
2021-06-08	gear	header-he	DZイースト	40	Bevor Air Guard	ベルストーンアーマリー	マスク	80k	icon-defensive	127530.0	アーマー	icon-utility	8.6	ステータス効果	icon-offensive	7.6	ヘッドショットダメージ上昇		オフェンス
2021-06-08	gear	header-he	DZイースト	40	Torque Enabled Leg Rig	アルプスサミット・アーマメント	ホルスター	112k	icon-utility	1.0	スキルクラス	icon-defensive	16340.0	HP	icon-offensive	4.4	クリティカル率		
2021-06-08	gear	header-he	ヘイヴン	40	Support Weapons Bag	ペトロフ・ディフェンス・グループ	バックパック	131k	icon-offensive	10.4	武器ダメージ上昇	icon-defensive	3821.0	アーマー回復	icon-utility	8.3	ステータス効果	ブラッドサッカー	オフェンス
2021-06-08	gear	header-he	ヘイヴン	40	Climbing Gloves	アルプスサミット・アーマメント	グローブ	80k	icon-utility	1.0	スキルクラス	icon-defensive	7.5	爆発物耐性	icon-offensive	10.3	クリティカルダメージ		
2021-06-08	gear	header-he	ヘイヴン	40	Drop Leg Holster	ペトロフ・ディフェンス・グループ	ホルスター	112k	icon-offensive	11.1	武器ダメージ上昇	icon-defensive	8.5	状態異常耐性	icon-utility	17.0	スキル修復		
2021-06-08	gear	header-he	ベニテス	40	Flak Jacket	ハナウコーポレーション	ボディアーマー	158k	icon-utility	1.0	スキルクラス	icon-offensive	6.0	武器ハンドリング	icon-utility	10.3	スキルヘイスト	スキルド	オフェンス
2021-06-08	gear	header-he	ベニテス	40	Ayal Gloves	ゴラン・ギア	グローブ	80k	icon-defensive	136405.0	アーマー	icon-defensive	7.3	爆発物耐性	icon-offensive	10.2	クリティカルダメージ		
2021-06-08	gear	header-he	ベニテス	40	Breathe-Easy Mask	ウォーカー・ハリス社	マスク	80k	icon-offensive	12.2	武器ダメージ上昇	icon-utility	9.6	スキルヘイスト	icon-offensive	10.7	クリティカルダメージ		オフェンス
2021-06-08	gear	header-named	キャシー	40	ゼロエフス	バッジャー・タフ	ボディアーマー	158k	icon-defensive	123201.0	アーマー	icon-defensive	18650.0	HP	icon-defensive	3938.0	アーマー回復	パーフェクト・アンブレイカブル	オフェンス
2021-06-08	gear	header-named	キャシー	40	ハンターキラー	ゴラン・ギア	ボディアーマー	158k	icon-defensive	143854.0	アーマー	icon-defensive	17141.0	HP	icon-utility	7.8	スキルダメージ	パーフェクト・インティミデイト	ユーティリティ
2021-06-08	gear	header-gs	キャシー	40	Ziba Low Profile Pack	エース＆エイト	バックパック	131k	icon-offensive	10.4	武器ダメージ上昇	icon-offensive	5.6	クリティカル率				エース・イン・ザ・スリーブ	オフェンス
2021-06-08	gear	header-gs	キャシー	40	Appleton Body Armor	トゥルーパトリオット	ボディアーマー	158k	icon-defensive	127530.0	アーマー	icon-defensive	8.6	状態異常耐性				ウェービングフラッグ	ディフェンス
2021-06-08	gear	header-gs	キャシー	40	Hunter's Claws	ハンターズフューリー	グローブ	80k	icon-offensive	10.6	武器ダメージ上昇	icon-offensive	5.5	クリティカル率					
2021-06-08	gear	header-gs	キャシー	40	Nina Prone Pads	エース＆エイト	ニーパッド	99k	icon-offensive	9.7	武器ダメージ上昇	icon-offensive	8.0	武器ハンドリング					
2021-06-08	gear	header-gs	キャシー	40	PPE Adapted Thigh Rig	エクリプスプロトコル	ホルスター	112k	icon-utility	1.0	スキルクラス	icon-utility	10.5	スキルヘイスト					
2021-06-08	gear	header-gs	キャシー	40	Striker's Mask	ストライカーバトルギア	マスク	80k	icon-offensive	9.7	武器ダメージ上昇	icon-utility	10.0	ステータス効果					オフェンス
2021-06-08	gear	header-he	キャシー	40	KM 9	チャイナ・ライトインダストリー社	バックパック	131k	icon-utility	1.0	スキルクラス	icon-defensive	4130.0	アーマー回復	icon-utility	10.5	スキルヘイスト	コンパニオン	ユーティリティ
2021-06-08	gear	header-he	キャシー	40	Deadstick Protection Mask	オーバーロード・アーマメント	マスク	80k	icon-offensive	13.8	武器ダメージ上昇	icon-offensive	12.0	クリティカルダメージ	icon-offensive	4.5	武器ハンドリング		オフェンス
2021-06-15	gear	header-he	ホワイトハウス	40	AMP24	5.11 Tactical	バックパック	131k	icon-defensive	143221.0	アーマー	icon-defensive	3025.0	アーマー回復	icon-defensive	15649.0	HP	テクニカルサポート	ディフェンス
2021-06-15	gear	header-he	ホワイトハウス	40	Ops Armor	ペトロフ・ディフェンス・グループ	ボディアーマー	158k	icon-offensive	14.1	武器ダメージ上昇	icon-offensive	6.7	ヘッドショットダメージ上昇	icon-defensive	6.6	爆発物耐性	オーバーウォッチ	オフェンス
2021-06-15	gear	header-he	ヘイヴン	40	Tactical 48h Backpack	プロビデンスディフェンス	バックパック	131k	icon-offensive	10.8	武器ダメージ上昇	icon-offensive	10.1	クリティカルダメージ	icon-utility	7.3	スキルダメージ	カルキュレーテッド	オフェンス
2021-06-15	gear	header-he	ヘイヴン	40	Hybrid FL Gloves	アルプスサミット・アーマメント	グローブ	80k	icon-utility	1.0	スキルクラス	icon-defensive	3249.0	アーマー回復	icon-offensive	9.7	ヘッドショットダメージ上昇		
2021-06-15	gear	header-he	ヘイヴン	40	Special Operations Mask	ソコロフ社	マスク	80k	icon-offensive	11.7	武器ダメージ上昇	icon-utility	8.3	ステータス効果	icon-offensive	6.0	武器ハンドリング		オフェンス
2021-06-15	gear	header-gs	クランショップ	40	Klavdiya Sidearm Holder	エース＆エイト	ホルスター	112k	icon-offensive	10.2	武器ダメージ上昇	icon-utility	17.6	スキル修復					
2021-06-15	gear	header-gs	クランショップ	40	Ross Hand Protectors	トゥルーパトリオット	グローブ	80k	icon-defensive	132784.0	アーマー	icon-offensive	6.0	武器ハンドリング					
2021-06-15	gear	header-gs	クランショップ	40	Driver Excursion Pack	トゥルーパトリオット	バックパック	131k	icon-defensive	137415.0	アーマー	icon-defensive	8.1	爆発物耐性				ペイトリオティックブースト	ディフェンス
2021-06-15	gear	header-he	クランショップ	40	Support Weapons Bag	ペトロフ・ディフェンス・グループ	バックパック	131k	icon-offensive	11.7	武器ダメージ上昇	icon-offensive	7.8	ヘッドショットダメージ上昇	icon-defensive	4130.0	アーマー回復	クリーピングデス	オフェンス
2021-06-15	gear	header-he	クランショップ	40	Clutch XO-Skin Sport Pads	アルプスサミット・アーマメント	ニーパッド	99k	icon-utility	1.0	スキルクラス	icon-defensive	16347.0	HP	icon-offensive	6.5	武器ハンドリング		
2021-06-15	gear	header-he	クランショップ	40	Durability Gloves Meles	バッジャー・タフ	グローブ	80k	icon-defensive	127530.0	アーマー	icon-defensive	7.5	爆発物耐性	icon-offensive	7.6	ヘッドショットダメージ上昇		
2021-06-15	gear	header-he	クランショップ	40	Swag Pack	エンプレス・インターナショナル	バックパック	131k	icon-utility	1.0	スキルクラス	icon-offensive	6.5	ヘッドショットダメージ上昇	icon-offensive	8.0	武器ハンドリング	コンポージャー	ユーティリティ
2021-06-15	gear	header-he	ベニテス	40	Big Drum Body Armor	オーバーロード・アーマメント	ボディアーマー	158k	icon-offensive	11.4	武器ダメージ上昇	icon-offensive	6.0	武器ハンドリング	icon-offensive	4.7	クリティカル率	エンパシックリゾルブ	オフェンス
2021-06-15	gear	header-he	ベニテス	40	Faux Leather Mitts	エンプレス・インターナショナル	グローブ	80k	icon-utility	1.0	スキルクラス	icon-utility	16.1	スキル修復	icon-defensive	8.4	状態異常耐性		
2021-06-15	gear	header-he	ベニテス	40	Rugged Gun Guard	エンプレス・インターナショナル	ホルスター	112k	icon-utility	1.0	スキルクラス	icon-offensive	10.0	クリティカルダメージ	icon-utility	15.4	スキル修復		
2021-06-15	gear	header-named	DZウエスト	40	ファームハンドシェイク	ソコロフ社	グローブ	80k	icon-offensive	11.7	武器ダメージ上昇	icon-utility	15.0	ステータス効果	icon-offensive	4.2	クリティカル率		
2021-06-15	gear	header-gs	DZウエスト	40	Medical Grade Tac-Gloves	エクリプスプロトコル	グローブ	80k	icon-utility	1.0	スキルクラス	icon-utility	10.1	スキルヘイスト					
2021-06-15	gear	header-gs	DZウエスト	40	Trombley Kneepads	スピアーティップ	ニーパッド	99k	icon-offensive	11.2	武器ダメージ上昇	icon-defensive	7.0	爆発物耐性					
2021-06-15	gear	header-he	DZウエスト	40	Yugake Firearm Gloves	ムラカミインダストリーズ	グローブ	80k	icon-utility	1.0	スキルクラス	icon-utility	8.0	ステータス効果	icon-utility	8.6	スキルダメージ		
2021-06-15	gear	header-he	DZウエスト	40	Pivot Pads	ペトロフ・ディフェンス・グループ	ニーパッド	99k	icon-offensive	12.7	武器ダメージ上昇	icon-utility	7.6	スキルダメージ	icon-defensive	5.7	爆発物耐性		
2021-06-15	gear	header-named	DZサウス	40	ドアキッカーズノック	グルーポソンブラ社	ボディアーマー	158k	icon-offensive	11.0	武器ダメージ上昇	icon-offensive	9.9	クリティカルダメージ	icon-defensive	7.8	爆発物耐性	パーフェクト・スパーク	ユーティリティ
2021-06-15	gear	header-gs	DZサウス	40	Hunter's Kit	ハンターズフューリー	バックパック	131k	icon-offensive	10.1	武器ダメージ上昇	icon-utility	7.8	スキルダメージ				オーバーウェルミングフォース	オフェンス
2021-06-15	gear	header-gs	DZサウス	40	Wright Combat Vest	スピアーティップ	ボディアーマー	158k	icon-offensive	6.7	武器ダメージ上昇	icon-offensive	8.0	武器ハンドリング				スペシャライズド・デストラクション	オフェンス
2021-06-15	gear	header-he	DZサウス	40	Element Outdoors Rucksack	アルプスサミット・アーマメント	バックパック	131k	icon-utility	1.0	スキルクラス	icon-defensive	7.7	爆発物耐性	icon-defensive	3962.0	アーマー回復	リーダーシップ	ユーティリティ
